"name","name_ascii","type","county_fips","state_id","state_name","lat","lng","population"
"Santa Maria","Santa Maria","City","48061","TX","Texas","26.0767","-97.8465","618"
"Santa Fe","Santa Fe","City","48167","TX","Texas","29.3889","-95.1003","12782"
"Santa Cruz","Santa Cruz","City","48427","TX","Texas","26.3537","-98.7676","500"
"Santa Clara","Santa Clara","City","48187","TX","Texas","29.5911","-98.1614","654"
"Santa Anna","Santa Anna","City","48083","TX","Texas","31.7369","-99.3254","1137"
"Sansom Park","Sansom Park","City","48439","TX","Texas","32.8027","-97.4021","5363"
"Sanger","Sanger","City","48121","TX","Texas","33.3715","-97.1678","8730"
"Sanford","Sanford","City","48233","TX","Texas","35.7026","-101.5319","99"
"Sandy Point","Sandy Point","City","48039","TX","Texas","29.4013","-95.4816","188"
"Sandy Oaks","Sandy Oaks","City","48029","TX","Texas","29.1821","-98.4081","4965"
"Sandy Hollow-Escondidas","Sandy Hollow-Escondidas","City","48355","TX","Texas","27.9452","-97.8061","571"
"Sandoval","Sandoval","City","48427","TX","Texas","26.4182","-99.0794","0"
"Sandia","Sandia","City","48249","TX","Texas","28.0198","-97.8704","382"
"Sanderson","Sanderson","City","48443","TX","Texas","30.1508","-102.4079","853"
"Sand Springs","Sand Springs","City","48227","TX","Texas","32.2795","-101.3496","953"
"Sanctuary","Sanctuary","City","48367","TX","Texas","32.9132","-97.5877","243"
"San Ygnacio","San Ygnacio","City","48505","TX","Texas","27.048","-99.4321","582"
"San Saba","San Saba","City","48411","TX","Texas","31.1975","-98.7194","3121"
"San Perlita","San Perlita","City","48489","TX","Texas","26.501","-97.6397","697"
"San Pedro","San Pedro","City","48061","TX","Texas","25.9812","-97.5882","209"
"San Patricio","San Patricio","City","48409","TX","Texas","27.9772","-97.7766","376"
"San Marcos","San Marcos","City","48209","TX","Texas","29.8734","-97.9356","70864"
"San Leon","San Leon","City","48167","TX","Texas","29.4902","-94.9405","5144"
"San Leanna","San Leanna","City","48453","TX","Texas","30.1442","-97.8195","483"
"San Juan","San Juan","City","48215","TX","Texas","26.1903","-98.152","35384"
"San Isidro","San Isidro","City","48427","TX","Texas","26.7136","-98.4479","182"
"San Fernando","San Fernando","City","48427","TX","Texas","26.4033","-98.8351","0"
"San Felipe","San Felipe","City","48015","TX","Texas","29.7965","-96.1051","1143"
"San Elizario","San Elizario","City","48141","TX","Texas","31.5793","-106.2632","10026"
"San Diego","San Diego","City","48131","TX","Texas","27.7609","-98.2389","3705"
"San Carlos II","San Carlos II","City","48479","TX","Texas","27.4901","-99.3684","251"
"San Carlos I","San Carlos I","City","48479","TX","Texas","27.4906","-99.3726","248"
"San Carlos","San Carlos","City","48215","TX","Texas","26.2957","-98.0631","4177"
"San Benito","San Benito","City","48061","TX","Texas","26.1298","-97.644","24812"
"San Augustine","San Augustine","City","48405","TX","Texas","31.5296","-94.1108","1821"
"San Antonio","San Antonio","City","48029","TX","Texas","29.4632","-98.5238","1910785"
"San Angelo","San Angelo","City","48451","TX","Texas","31.4424","-100.4504","100330"
"Samnorwood","Samnorwood","City","48087","TX","Texas","35.05","-100.2814","31"
"Sammy Martinez","Sammy Martinez","City","48427","TX","Texas","26.4329","-98.7512","126"
"Sam Rayburn","Sam Rayburn","City","48241","TX","Texas","31.0789","-94.0269","1100"
"Salineño North","Salineno North","City","48427","TX","Texas","26.5254","-99.0906","115"
"Salineño","Salineno","City","48427","TX","Texas","26.5176","-99.112","71"
"Salida del Sol Estates","Salida del Sol Estates","City","48215","TX","Texas","26.3257","-98.4469","5430"
"Salado","Salado","City","48027","TX","Texas","30.947","-97.529","2635"
"Saginaw","Saginaw","City","48439","TX","Texas","32.8657","-97.3654","23676"
"Sadler","Sadler","City","48181","TX","Texas","33.682","-96.8487","430"
"Sachse","Sachse","City","48113","TX","Texas","32.9726","-96.5793","26797"
"Sabinal","Sabinal","City","48463","TX","Texas","29.3214","-99.4696","780"
"Rusk","Rusk","City","48073","TX","Texas","31.7978","-95.1489","5501"
"Runge","Runge","City","48255","TX","Texas","28.8859","-97.7134","1100"
"Runaway Bay","Runaway Bay","City","48497","TX","Texas","33.1774","-97.8709","1611"
"Rule","Rule","City","48207","TX","Texas","33.1819","-99.8933","618"
"Royse City","Royse City","City","48397","TX","Texas","32.9762","-96.3175","13512"
"Roxton","Roxton","City","48277","TX","Texas","33.5453","-95.7248","578"
"Rowlett","Rowlett","City","48113","TX","Texas","32.9155","-96.5489","62606"
"Rowena","Rowena","City","48399","TX","Texas","31.6442","-100.0481","197"
"Round Top","Round Top","City","48149","TX","Texas","30.0639","-96.6957","120"
"Round Rock","Round Rock","City","48491","TX","Texas","30.527","-97.6642","117735"
"Round Mountain","Round Mountain","City","48031","TX","Texas","30.4299","-98.3607","117"
"Rotan","Rotan","City","48151","TX","Texas","32.8541","-100.4655","1171"
"Rosser","Rosser","City","48257","TX","Texas","32.4648","-96.4431","437"
"Ross","Ross","City","48309","TX","Texas","31.7282","-97.1123","250"
"Rosita","Rosita","City","48323","TX","Texas","28.6244","-100.4287","3799"
"Rosharon","Rosharon","City","48039","TX","Texas","29.35","-95.453","1721"
"Rosenberg","Rosenberg","City","48157","TX","Texas","29.5456","-95.8223","37871"
"Rosebud","Rosebud","City","48145","TX","Texas","31.0756","-96.9749","1442"
"Rose Hill Acres","Rose Hill Acres","City","48199","TX","Texas","30.1933","-94.193","261"
"Rose City","Rose City","City","48361","TX","Texas","30.1049","-94.0506","398"
"Roscoe","Roscoe","City","48353","TX","Texas","32.4419","-100.5322","1410"
"Rosanky","Rosanky","City","48021","TX","Texas","29.9537","-97.3065","1488"
"Ropesville","Ropesville","City","48219","TX","Texas","33.4133","-102.1552","457"
"Roman Forest","Roman Forest","City","48339","TX","Texas","30.1811","-95.1551","2031"
"Roma","Roma","City","48427","TX","Texas","26.4166","-99.0061","11451"
"Rollingwood","Rollingwood","City","48453","TX","Texas","30.2736","-97.7867","1397"
"Rogers","Rogers","City","48027","TX","Texas","30.93","-97.229","1406"
"Rocky Mound","Rocky Mound","City","48063","TX","Texas","33.029","-95.029","90"
"Rockwell Place","Rockwell Place","City","48381","TX","Texas","35.0422","-101.9084","1445"
"Rockwall","Rockwall","City","48397","TX","Texas","32.9169","-96.4374","46150"
"Rocksprings","Rocksprings","City","48137","TX","Texas","30.0172","-100.2128","901"
"Rockport","Rockport","City","48007","TX","Texas","28.029","-97.0722","10264"
"Rockdale","Rockdale","City","48331","TX","Texas","30.6543","-97.0089","5378"
"Rock Island","Rock Island","City","48089","TX","Texas","29.5189","-96.5702","447"
"Rochester","Rochester","City","48207","TX","Texas","33.3142","-99.8565","315"
"Rochelle","Rochelle","City","48307","TX","Texas","31.2232","-99.2066","214"
"Roby","Roby","City","48151","TX","Texas","32.746","-100.3795","862"
"Robstown","Robstown","City","48355","TX","Texas","27.794","-97.6692","10372"
"Robinson","Robinson","City","48309","TX","Texas","31.4501","-97.1201","12336"
"Robert Lee","Robert Lee","City","48081","TX","Texas","31.8955","-100.4857","1092"
"Roaring Springs","Roaring Springs","City","48345","TX","Texas","33.8992","-100.8561","193"
"Roanoke","Roanoke","City","48121","TX","Texas","33.0144","-97.2276","9270"
"Road Runner","Road Runner","City","48097","TX","Texas","33.483","-97.0849","605"
"Riviera","Riviera","City","48273","TX","Texas","27.2993","-97.7997","675"
"Riverside","Riverside","City","48471","TX","Texas","30.8472","-95.3984","639"
"Rivereno","Rivereno","City","48427","TX","Texas","26.3052","-98.6398","0"
"River Oaks","River Oaks","City","48439","TX","Texas","32.7767","-97.3985","7623"
"Rising Star","Rising Star","City","48133","TX","Texas","32.0976","-98.9665","730"
"Rio Vista","Rio Vista","City","48251","TX","Texas","32.2351","-97.3745","1231"
"Rio Hondo","Rio Hondo","City","48061","TX","Texas","26.2346","-97.5818","2132"
"Rio Grande City","Rio Grande City","City","48427","TX","Texas","26.3808","-98.8215","15494"
"Rio Bravo","Rio Bravo","City","48479","TX","Texas","27.3648","-99.482","4505"
"Ringgold","Ringgold","City","48337","TX","Texas","33.8144","-97.9424","171"
"Riesel","Riesel","City","48309","TX","Texas","31.4763","-96.9303","1415"
"Richwood","Richwood","City","48039","TX","Texas","29.0723","-95.4046","4647"
"Richmond","Richmond","City","48157","TX","Texas","29.5824","-95.7563","11768"
"Richland Springs","Richland Springs","City","48411","TX","Texas","31.2715","-98.9486","275"
"Richland Hills","Richland Hills","City","48439","TX","Texas","32.8095","-97.2273","8505"
"Richland","Richland","City","48349","TX","Texas","31.9177","-96.4265","307"
"Richardson","Richardson","City","48113","TX","Texas","32.9716","-96.7093","115904"
"Richards","Richards","City","48185","TX","Texas","30.5366","-95.8462","136"
"Rice Tracts","Rice Tracts","City","48061","TX","Texas","26.0573","-97.6261","918"
"Rice","Rice","City","48349","TX","Texas","32.2389","-96.4978","1118"
"Ricardo","Ricardo","City","48273","TX","Texas","27.4186","-97.8476","1041"
"Rhome","Rhome","City","48497","TX","Texas","33.0646","-97.4779","1774"
"Retreat","Retreat","City","48349","TX","Texas","32.0507","-96.4787","637"
"Reno","Reno","City","48277","TX","Texas","33.6659","-95.4768","3425"
"Rendon","Rendon","City","48439","TX","Texas","32.5789","-97.2349","14597"
"Relampago","Relampago","City","48215","TX","Texas","26.0851","-97.9059","432"
"Reklaw","Reklaw","City","48401","TX","Texas","31.8662","-94.9834","376"
"Reid Hope King","Reid Hope King","City","48061","TX","Texas","25.9227","-97.4141","814"
"Regino Ramirez","Regino Ramirez","City","48427","TX","Texas","26.488","-98.9338","18"
"Refugio","Refugio","City","48391","TX","Texas","28.3074","-97.275","2752"
"Redwood","Redwood","City","48187","TX","Texas","29.81","-97.9103","3353"
"Redwater","Redwater","City","48037","TX","Texas","33.3585","-94.2551","1013"
"Redland","Redland","City","48005","TX","Texas","31.4033","-94.7182","1319"
"Redford","Redford","City","48377","TX","Texas","29.4342","-104.1824","43"
"Redfield","Redfield","City","48347","TX","Texas","31.6811","-94.6629","117"
"Red Rock","Red Rock","City","48021","TX","Texas","29.96","-97.4428","397"
"Red Oak","Red Oak","City","48139","TX","Texas","32.5212","-96.7866","13956"
"Red Lick","Red Lick","City","48037","TX","Texas","33.4766","-94.1686","1555"
"Realitos","Realitos","City","48131","TX","Texas","27.4454","-98.5303","84"
"Raymondville","Raymondville","City","48489","TX","Texas","26.4759","-97.7769","10574"
"Ravenna","Ravenna","City","48147","TX","Texas","33.6705","-96.2409","136"
"Ratamosa","Ratamosa","City","48061","TX","Texas","26.2006","-97.8445","88"
"Ransom Canyon","Ransom Canyon","City","48303","TX","Texas","33.5303","-101.6838","1107"
"Rankin","Rankin","City","48461","TX","Texas","31.2253","-101.9395","1083"
"Rangerville","Rangerville","City","48061","TX","Texas","26.105","-97.7373","122"
"Ranger","Ranger","City","48133","TX","Texas","32.4693","-98.6751","2820"
"Randolph AFB","Randolph AFB","City","48029","TX","Texas","29.5302","-98.2788","1842"
"Ranchos Penitas West","Ranchos Penitas West","City","48479","TX","Texas","27.6745","-99.6035","519"
"Rancho Viejo","Rancho Viejo","City","48061","TX","Texas","26.0358","-97.5568","2804"
"Rancho Chico","Rancho Chico","City","48409","TX","Texas","28.0243","-97.4966","324"
"Rancho Banquete","Rancho Banquete","City","48355","TX","Texas","27.8093","-97.8455","517"
"Rancho Alegre","Rancho Alegre","City","48249","TX","Texas","27.7392","-98.1027","1561"
"Ranchitos del Norte","Ranchitos del Norte","City","48427","TX","Texas","26.4003","-98.8715","370"
"Ranchitos Las Lomas","Ranchitos Las Lomas","City","48479","TX","Texas","27.6282","-99.2345","319"
"Ranchitos East","Ranchitos East","City","48479","TX","Texas","27.4901","-99.3668","316"
"Ranchette Estates","Ranchette Estates","City","48489","TX","Texas","26.4844","-97.822","175"
"Ramos","Ramos","City","48427","TX","Texas","26.428","-99.027","54"
"Ramirez-Perez","Ramirez-Perez","City","48427","TX","Texas","26.317","-98.6933","0"
"Ramireno","Ramireno","City","48505","TX","Texas","27.0145","-99.3821","0"
"Ralls","Ralls","City","48107","TX","Texas","33.6788","-101.3846","1612"
"Rafael Pena","Rafael Pena","City","48427","TX","Texas","26.301","-98.6409","0"
"Radar Base","Radar Base","City","48323","TX","Texas","28.8568","-100.5336","86"
"Quitman","Quitman","City","48499","TX","Texas","32.7954","-95.4436","2227"
"Quitaque","Quitaque","City","48045","TX","Texas","34.3674","-101.0556","327"
"Quintana","Quintana","City","48039","TX","Texas","28.9279","-95.3171","22"
"Quinlan","Quinlan","City","48231","TX","Texas","32.909","-96.1312","1632"
"Quesada","Quesada","City","48427","TX","Texas","26.2819","-98.5819","57"
"Quemado","Quemado","City","48323","TX","Texas","28.9471","-100.6238","112"
"Queen City","Queen City","City","48067","TX","Texas","33.1507","-94.1524","1273"
"Quanah","Quanah","City","48197","TX","Texas","34.2954","-99.7428","2083"
"Quail Creek","Quail Creek","City","48469","TX","Texas","28.7773","-97.0848","1454"
"Quail","Quail","City","48087","TX","Texas","34.9151","-100.3919","25"
"Pyote","Pyote","City","48475","TX","Texas","31.538","-103.1225","141"
"Putnam","Putnam","City","48059","TX","Texas","32.3703","-99.1955","86"
"Pueblo Nuevo","Pueblo Nuevo","City","48479","TX","Texas","27.4939","-99.3099","632"
"Pueblo East","Pueblo East","City","48479","TX","Texas","27.6748","-99.1896","0"
"Providence Village","Providence Village","City","48121","TX","Texas","33.238","-96.9583","7359"
"Prosper","Prosper","City","48085","TX","Texas","33.2394","-96.8087","28825"
"Progreso Lakes","Progreso Lakes","City","48215","TX","Texas","26.0712","-97.9587","271"
"Progreso","Progreso","City","48215","TX","Texas","26.0962","-97.9566","4941"
"Proctor","Proctor","City","48093","TX","Texas","31.9867","-98.4304","57"
"Princeton","Princeton","City","48085","TX","Texas","33.1778","-96.5044","16683"
"Primera","Primera","City","48061","TX","Texas","26.2237","-97.7529","5167"
"Priddy","Priddy","City","48333","TX","Texas","31.676","-98.5114","160"
"Preston","Preston","City","48181","TX","Texas","33.8671","-96.6596","2217"
"Presidio","Presidio","City","48377","TX","Texas","29.5603","-104.3653","3420"
"Premont","Premont","City","48249","TX","Texas","27.3585","-98.1244","2591"
"Prairie View","Prairie View","City","48473","TX","Texas","30.0847","-95.9892","6464"
"Praesel","Praesel","City","48331","TX","Texas","30.631","-97.0211","63"
"Prado Verde","Prado Verde","City","48141","TX","Texas","31.8898","-106.6135","438"
"Poynor","Poynor","City","48213","TX","Texas","32.0793","-95.5924","385"
"Powell","Powell","City","48349","TX","Texas","32.1128","-96.3236","108"
"Powderly","Powderly","City","48277","TX","Texas","33.809","-95.505","1247"
"Pottsboro","Pottsboro","City","48181","TX","Texas","33.7708","-96.6714","2464"
"Potosi","Potosi","City","48441","TX","Texas","32.3404","-99.6789","4720"
"Poth","Poth","City","48493","TX","Texas","29.0726","-98.0809","1691"
"Poteet","Poteet","City","48013","TX","Texas","29.0373","-98.5728","2863"
"Post Oak Bend City","Post Oak Bend City","City","48257","TX","Texas","32.633","-96.3186","572"
"Post","Post","City","48169","TX","Texas","33.191","-101.3814","4571"
"Portland","Portland","City","48409","TX","Texas","27.8942","-97.3278","19914"
"Porter Heights","Porter Heights","City","48339","TX","Texas","30.1501","-95.3217","1167"
"Port O'Connor","Port O'Connor","City","48057","TX","Texas","28.4463","-96.4205","1084"
"Port Neches","Port Neches","City","48245","TX","Texas","29.9765","-93.9459","13534"
"Port Mansfield","Port Mansfield","City","48489","TX","Texas","26.5623","-97.4365","132"
"Port Lavaca","Port Lavaca","City","48057","TX","Texas","28.6181","-96.6278","11654"
"Port Isabel","Port Isabel","City","48061","TX","Texas","26.054","-97.2505","5208"
"Port Arthur","Port Arthur","City","48245","TX","Texas","29.8554","-93.9264","156988"
"Port Aransas","Port Aransas","City","48355","TX","Texas","27.8102","-97.0875","3058"
"Ponder","Ponder","City","48121","TX","Texas","33.1781","-97.291","2665"
"Point Venture","Point Venture","City","48453","TX","Texas","30.3817","-98.001","1531"
"Point Comfort","Point Comfort","City","48057","TX","Texas","28.6715","-96.5591","495"
"Point Blank","Point Blank","City","48407","TX","Texas","30.7473","-95.2163","976"
"Point","Point","City","48379","TX","Texas","32.9302","-95.869","1101"
"Plum Grove","Plum Grove","City","48291","TX","Texas","30.2007","-95.0956","1623"
"Plum","Plum","City","48149","TX","Texas","29.9324","-96.9812","582"
"Pleasanton","Pleasanton","City","48013","TX","Texas","28.9642","-98.4957","10508"
"Pleasant Valley","Pleasant Valley","City","48485","TX","Texas","33.9375","-98.5981","317"
"Pleasant Hill","Pleasant Hill","City","48373","TX","Texas","31.0033","-94.7936","1060"
"Pleak","Pleak","City","48157","TX","Texas","29.4842","-95.8119","1756"
"Plantersville","Plantersville","City","48185","TX","Texas","30.3321","-95.8629","570"
"Plano","Plano","City","48085","TX","Texas","33.0502","-96.7486","282181"
"Plainview","Plainview","City","48189","TX","Texas","34.1911","-101.7235","20180"
"Plains","Plains","City","48501","TX","Texas","33.1883","-102.8214","1181"
"Placedo","Placedo","City","48469","TX","Texas","28.6922","-96.8259","443"
"Pittsburg","Pittsburg","City","48063","TX","Texas","32.9996","-94.9668","4351"
"Piney Point Village","Piney Point Village","City","48201","TX","Texas","29.7588","-95.5156","3144"
"Pinewood Estates","Pinewood Estates","City","48199","TX","Texas","30.1692","-94.3207","1407"
"Pineland","Pineland","City","48403","TX","Texas","31.2467","-93.9744","1120"
"Pinehurst","Pinehurst","City","48339","TX","Texas","30.1889","-95.7017","4727"
"Pinebrook","Pinebrook","City","48185","TX","Texas","30.3125","-95.8767","63"
"Pine Island","Pine Island","City","48473","TX","Texas","30.0554","-96.0253","1684"
"Pine Harbor","Pine Harbor","City","48315","TX","Texas","32.7716","-94.4992","809"
"Pine Forest","Pine Forest","City","48361","TX","Texas","30.1757","-94.0367","385"
"Pilot Point","Pilot Point","City","48121","TX","Texas","33.3949","-96.9497","4393"
"Pharr","Pharr","City","48215","TX","Texas","26.1685","-98.1904","78997"
"Pflugerville","Pflugerville","City","48453","TX","Texas","30.4515","-97.6018","64007"
"Petty","Petty","City","48277","TX","Texas","33.6034","-95.8055","160"
"Pettus","Pettus","City","48025","TX","Texas","28.6156","-97.8121","640"
"Petronila","Petronila","City","48355","TX","Texas","27.6713","-97.6322","78"
"Petrolia","Petrolia","City","48077","TX","Texas","34.0131","-98.2313","380"
"Petersburg","Petersburg","City","48189","TX","Texas","33.871","-101.5974","863"
"Perryton","Perryton","City","48357","TX","Texas","36.3928","-100.7976","8815"
"Perrin","Perrin","City","48237","TX","Texas","33.0348","-98.0693","54"
"Perezville","Perezville","City","48215","TX","Texas","26.2456","-98.4024","2577"
"Penitas","Penitas","City","48215","TX","Texas","26.2577","-98.4407","6206"
"Penelope","Penelope","City","48217","TX","Texas","31.8585","-96.9281","183"
"Pendleton","Pendleton","City","48027","TX","Texas","31.1953","-97.3368","791"
"Pena","Pena","City","48427","TX","Texas","26.4155","-98.97","87"
"Pelican Bay","Pelican Bay","City","48439","TX","Texas","32.9227","-97.5189","1833"
"Pecos","Pecos","City","48389","TX","Texas","31.3971","-103.5201","12467"
"Pecan Plantation","Pecan Plantation","City","48221","TX","Texas","32.3628","-97.6553","6607"
"Pecan Hill","Pecan Hill","City","48139","TX","Texas","32.4907","-96.7813","622"
"Pecan Grove","Pecan Grove","City","48157","TX","Texas","29.6235","-95.733","19944"
"Pecan Gap","Pecan Gap","City","48119","TX","Texas","33.4382","-95.8519","216"
"Pecan Acres","Pecan Acres","City","48439","TX","Texas","32.9704","-97.4725","4250"
"Pearsall","Pearsall","City","48163","TX","Texas","28.8915","-99.0975","7888"
"Pearland","Pearland","City","48039","TX","Texas","29.5581","-95.3218","122609"
"Payne Springs","Payne Springs","City","48213","TX","Texas","32.2872","-96.0892","602"
"Pawnee","Pawnee","City","48025","TX","Texas","28.6483","-98.0083","85"
"Patton Village","Patton Village","City","48339","TX","Texas","30.1954","-95.1643","1328"
"Pattison","Pattison","City","48473","TX","Texas","29.8184","-95.9765","586"
"Pasadena","Pasadena","City","48201","TX","Texas","29.6575","-95.1498","151964"
"Parker","Parker","City","48085","TX","Texas","33.0571","-96.6244","5352"
"Paris","Paris","City","48277","TX","Texas","33.6688","-95.546","24447"
"Paradise","Paradise","City","48497","TX","Texas","33.1504","-97.6887","494"
"Pantego","Pantego","City","48439","TX","Texas","32.7149","-97.1538","2543"
"Panorama Village","Panorama Village","City","48339","TX","Texas","30.3806","-95.4944","2488"
"Panhandle","Panhandle","City","48065","TX","Texas","35.3461","-101.3804","2686"
"Pampa","Pampa","City","48179","TX","Texas","35.5479","-100.9651","16817"
"Paloma Creek South","Paloma Creek South","City","48121","TX","Texas","33.21","-96.9325","7896"
"Paloma Creek","Paloma Creek","City","48121","TX","Texas","33.2253","-96.9371","3347"
"Palo Pinto","Palo Pinto","City","48363","TX","Texas","32.7692","-98.3007","173"
"Palo Blanco","Palo Blanco","City","48427","TX","Texas","26.3876","-98.9024","45"
"Palmview South","Palmview South","City","48215","TX","Texas","26.2083","-98.3779","2486"
"Palmview","Palmview","City","48215","TX","Texas","26.2318","-98.3823","14654"
"Palmhurst","Palmhurst","City","48215","TX","Texas","26.2583","-98.2953","2614"
"Palmer","Palmer","City","48139","TX","Texas","32.4258","-96.6724","2496"
"Palmer","Palmer","City","48061","TX","Texas","26.0703","-97.6342","1515"
"Palm Valley","Palm Valley","City","48061","TX","Texas","26.2015","-97.7546","1644"
"Palisades","Palisades","City","48381","TX","Texas","35.0614","-101.8032","352"
"Palestine","Palestine","City","48001","TX","Texas","31.7544","-95.6471","18532"
"Palacios","Palacios","City","48321","TX","Texas","28.7171","-96.2334","4446"
"Paisano Park","Paisano Park","City","48409","TX","Texas","28.0951","-97.8592","41"
"Paint Rock","Paint Rock","City","48095","TX","Texas","31.5101","-99.9253","342"
"Paige","Paige","City","48021","TX","Texas","30.2138","-97.1211","142"
"Paducah","Paducah","City","48101","TX","Texas","34.0144","-100.3038","1116"
"Pablo Pena","Pablo Pena","City","48427","TX","Texas","26.3037","-98.6405","362"
"Ozona","Ozona","City","48105","TX","Texas","30.7074","-101.206","2343"
"Oyster Creek","Oyster Creek","City","48039","TX","Texas","28.9978","-95.3282","1179"
"Owl Ranch","Owl Ranch","City","48249","TX","Texas","27.8927","-98.0934","196"
"Ovilla","Ovilla","City","48139","TX","Texas","32.5352","-96.8895","4120"
"Overton","Overton","City","48401","TX","Texas","32.2759","-94.9726","3023"
"Ore City","Ore City","City","48459","TX","Texas","32.8008","-94.7182","1085"
"Orchard","Orchard","City","48157","TX","Texas","29.6035","-95.969","219"
"Orason","Orason","City","48061","TX","Texas","26.0742","-97.4458","557"
"Orange Grove","Orange Grove","City","48249","TX","Texas","27.9562","-97.9386","1156"
"Orange","Orange","City","48361","TX","Texas","30.1226","-93.7607","19329"
"Opdyke West","Opdyke West","City","48219","TX","Texas","33.5927","-102.3006","232"
"Onalaska","Onalaska","City","48373","TX","Texas","30.8209","-95.1111","2980"
"Omaha","Omaha","City","48343","TX","Texas","33.182","-94.7402","1047"
"Olton","Olton","City","48279","TX","Texas","34.1802","-102.137","1861"
"Olney","Olney","City","48503","TX","Texas","33.3644","-98.7585","3021"
"Olmos Park","Olmos Park","City","48029","TX","Texas","29.4749","-98.4866","2432"
"Olmito and Olmito","Olmito and Olmito","City","48427","TX","Texas","26.34","-98.642","337"
"Olmito","Olmito","City","48061","TX","Texas","26.0233","-97.5379","901"
"Olivia Lopez de Gutierrez","Olivia Lopez de Gutierrez","City","48427","TX","Texas","26.3276","-98.7167","570"
"Olivarez","Olivarez","City","48215","TX","Texas","26.2285","-97.9931","7213"
"Old River-Winfree","Old River-Winfree","City","48071","TX","Texas","29.8745","-94.8268","1796"
"Oklaunion","Oklaunion","City","48487","TX","Texas","34.1294","-99.1443","77"
"Oilton","Oilton","City","48479","TX","Texas","27.4693","-98.9672","108"
"Oglesby","Oglesby","City","48099","TX","Texas","31.4187","-97.5113","563"
"Odessa","Odessa","City","48135","TX","Texas","31.8801","-102.3448","134793"
"Odem","Odem","City","48409","TX","Texas","27.9462","-97.5875","1965"
"Oakwood","Oakwood","City","48289","TX","Texas","31.5848","-95.8498","688"
"Oakhurst","Oakhurst","City","48407","TX","Texas","30.7434","-95.3072","21"
"Oak Valley","Oak Valley","City","48349","TX","Texas","32.0331","-96.5116","425"
"Oak Trail Shores","Oak Trail Shores","City","48221","TX","Texas","32.4885","-97.8357","2778"
"Oak Ridge North","Oak Ridge North","City","48339","TX","Texas","30.157","-95.4421","3043"
"Oak Ridge","Oak Ridge","City","48257","TX","Texas","32.6478","-96.2596","668"
"Oak Point","Oak Point","City","48121","TX","Texas","33.1795","-96.9907","4550"
"Oak Leaf","Oak Leaf","City","48139","TX","Texas","32.5138","-96.8563","1782"
"Oak Island","Oak Island","City","48071","TX","Texas","29.6628","-94.6883","374"
"Oak Grove","Oak Grove","City","48257","TX","Texas","32.5327","-96.3186","721"
"O'Donnell","O'Donnell","City","48305","TX","Texas","32.9652","-101.8309","804"
"O'Brien","O'Brien","City","48207","TX","Texas","33.3802","-99.8438","95"
"Novice","Novice","City","48083","TX","Texas","31.9872","-99.6253","114"
"Northlake","Northlake","City","48121","TX","Texas","33.0809","-97.2548","5294"
"North San Pedro","North San Pedro","City","48355","TX","Texas","27.8027","-97.682","752"
"North Richland Hills","North Richland Hills","City","48439","TX","Texas","32.8604","-97.218","69817"
"North Pearsall","North Pearsall","City","48163","TX","Texas","28.9216","-99.095","1022"
"North Escobares","North Escobares","City","48427","TX","Texas","26.4325","-98.9719","174"
"North Cleveland","North Cleveland","City","48291","TX","Texas","30.3576","-95.1004","251"
"North Alamo","North Alamo","City","48215","TX","Texas","26.216","-98.1264","4080"
"Normanna","Normanna","City","48025","TX","Texas","28.5277","-97.7831","80"
"Normangee","Normangee","City","48289","TX","Texas","31.03","-96.1161","835"
"Normandy","Normandy","City","48323","TX","Texas","28.9099","-100.598","39"
"Nordheim","Nordheim","City","48123","TX","Texas","28.9239","-97.6141","464"
"Noonday","Noonday","City","48423","TX","Texas","32.2441","-95.3972","488"
"Nome","Nome","City","48245","TX","Texas","30.0364","-94.4063","452"
"Nolanville","Nolanville","City","48027","TX","Texas","31.0754","-97.609","5817"
"Nocona Hills","Nocona Hills","City","48337","TX","Texas","33.8524","-97.6435","578"
"Nocona","Nocona","City","48337","TX","Texas","33.7835","-97.7302","2998"
"Nixon","Nixon","City","48177","TX","Texas","29.2698","-97.7658","2574"
"Nina","Nina","City","48427","TX","Texas","26.2811","-98.581","623"
"Niederwald","Niederwald","City","48209","TX","Texas","30.0038","-97.7532","762"
"Neylandville","Neylandville","City","48231","TX","Texas","33.2006","-96.0054","203"
"Newton","Newton","City","48351","TX","Texas","30.8503","-93.7536","2042"
"Newcastle","Newcastle","City","48503","TX","Texas","33.1951","-98.7436","677"
"Newark","Newark","City","48497","TX","Texas","33.005","-97.4856","1100"
"New Waverly","New Waverly","City","48471","TX","Texas","30.5374","-95.4822","1214"
"New Ulm","New Ulm","City","48015","TX","Texas","29.8874","-96.4913","391"
"New Summerfield","New Summerfield","City","48073","TX","Texas","31.9807","-95.115","626"
"New London","New London","City","48401","TX","Texas","32.2687","-94.9296","1188"
"New Hope","New Hope","City","48085","TX","Texas","33.2116","-96.5635","938"
"New Home","New Home","City","48305","TX","Texas","33.3269","-101.9117","496"
"New Falcon","New Falcon","City","48505","TX","Texas","26.6382","-99.0947","0"
"New Fairview","New Fairview","City","48497","TX","Texas","33.1124","-97.4456","1457"
"New Deal","New Deal","City","48303","TX","Texas","33.7322","-101.8435","1227"
"New Chapel Hill","New Chapel Hill","City","48423","TX","Texas","32.3011","-95.1674","758"
"New Braunfels","New Braunfels","City","48091","TX","Texas","29.6994","-98.1148","87549"
"New Boston","New Boston","City","48037","TX","Texas","33.4612","-94.4183","4631"
