"name","name_ascii","type","county_fips","state_id","state_name","lat","lng","population"
"New Berlin","New Berlin","City","48187","TX","Texas","29.4892","-98.1094","828"
"Nevada","Nevada","City","48085","TX","Texas","33.0463","-96.3811","1180"
"Netos","Netos","City","48427","TX","Texas","26.4108","-98.7585","0"
"Nesbitt","Nesbitt","City","48203","TX","Texas","32.5886","-94.4469","179"
"Needville","Needville","City","48157","TX","Texas","29.3957","-95.8386","3059"
"Nederland","Nederland","City","48245","TX","Texas","29.9707","-94.0015","18502"
"Neches","Neches","City","48001","TX","Texas","31.8688","-95.4917","190"
"Nazareth","Nazareth","City","48069","TX","Texas","34.5416","-102.1021","271"
"Navasota","Navasota","City","48185","TX","Texas","30.3873","-96.0901","7614"
"Navarro","Navarro","City","48349","TX","Texas","32.0008","-96.3825","179"
"Natalia","Natalia","City","48325","TX","Texas","29.1876","-98.8524","1075"
"Nassau Bay","Nassau Bay","City","48201","TX","Texas","29.5448","-95.0865","5191"
"Nash","Nash","City","48037","TX","Texas","33.4423","-94.1345","3714"
"Narciso Pena","Narciso Pena","City","48427","TX","Texas","26.3019","-98.6407","0"
"Naples","Naples","City","48343","TX","Texas","33.2029","-94.6777","1639"
"Nada","Nada","City","48089","TX","Texas","29.4146","-96.3781","262"
"Nacogdoches","Nacogdoches","City","48347","TX","Texas","31.6134","-94.6528","32347"
"Myrtle Springs","Myrtle Springs","City","48467","TX","Texas","32.6151","-95.9329","549"
"Myra","Myra","City","48097","TX","Texas","33.624","-97.3144","382"
"Mustang Ridge","Mustang Ridge","City","48453","TX","Texas","30.0574","-97.6851","1302"
"Mustang","Mustang","City","48349","TX","Texas","32.0135","-96.4303","0"
"Murphy","Murphy","City","48085","TX","Texas","33.0186","-96.6105","20655"
"Murillo","Murillo","City","48215","TX","Texas","26.2642","-98.1233","8989"
"Murchison","Murchison","City","48213","TX","Texas","32.2751","-95.756","426"
"Muniz","Muniz","City","48215","TX","Texas","26.2578","-98.0897","1070"
"Munday","Munday","City","48275","TX","Texas","33.4471","-99.624","1260"
"Mullin","Mullin","City","48333","TX","Texas","31.5551","-98.6657","184"
"Muleshoe","Muleshoe","City","48017","TX","Texas","34.2292","-102.7284","5781"
"Muenster","Muenster","City","48097","TX","Texas","33.6586","-97.3874","1201"
"Mountain City","Mountain City","City","48209","TX","Texas","30.0392","-97.8915","633"
"Mount Vernon","Mount Vernon","City","48159","TX","Texas","33.176","-95.2253","3012"
"Mount Pleasant","Mount Pleasant","City","48449","TX","Texas","33.1586","-94.9727","16067"
"Mount Enterprise","Mount Enterprise","City","48401","TX","Texas","31.9113","-94.6826","351"
"Mount Calm","Mount Calm","City","48217","TX","Texas","31.7564","-96.8817","419"
"Mound","Mound","City","48099","TX","Texas","31.3505","-97.6432","214"
"Moulton","Moulton","City","48285","TX","Texas","29.5723","-97.1465","889"
"Mosheim","Mosheim","City","48035","TX","Texas","31.6304","-97.6002","18"
"Morton","Morton","City","48079","TX","Texas","33.7248","-102.7593","1579"
"Morse","Morse","City","48195","TX","Texas","36.066","-101.4769","251"
"Morning Glory","Morning Glory","City","48141","TX","Texas","31.5648","-106.2089","494"
"Morgan's Point Resort","Morgan's Point Resort","City","48027","TX","Texas","31.1519","-97.4587","4586"
"Morgan's Point","Morgan's Point","City","48201","TX","Texas","29.6765","-95.0027","260"
"Morgan Farm","Morgan Farm","City","48409","TX","Texas","28.0055","-97.5535","370"
"Morgan","Morgan","City","48035","TX","Texas","32.0155","-97.6061","439"
"Moran","Moran","City","48417","TX","Texas","32.5471","-99.1663","164"
"Morales-Sanchez","Morales-Sanchez","City","48505","TX","Texas","26.7876","-99.1147","0"
"Moraida","Moraida","City","48427","TX","Texas","26.4149","-98.9767","0"
"Moore Station","Moore Station","City","48213","TX","Texas","32.1905","-95.5704","144"
"Moore","Moore","City","48163","TX","Texas","29.0574","-99.0069","122"
"Moody","Moody","City","48309","TX","Texas","31.3086","-97.3596","1385"
"Montgomery","Montgomery","City","48339","TX","Texas","30.3921","-95.6958","1617"
"Monte Alto","Monte Alto","City","48215","TX","Texas","26.3744","-97.9727","2136"
"Montague","Montague","City","48337","TX","Texas","33.6653","-97.7209","248"
"Mont Belvieu","Mont Belvieu","City","48071","TX","Texas","29.8518","-94.8775","7339"
"Monahans","Monahans","City","48475","TX","Texas","31.6289","-103.0403","7614"
"Mobile City","Mobile City","City","48397","TX","Texas","32.9228","-96.4111","279"
"Mobeetie","Mobeetie","City","48483","TX","Texas","35.5291","-100.4394","88"
"Missouri City","Missouri City","City","48157","TX","Texas","29.563","-95.5365","73682"
"Mission Bend","Mission Bend","City","48157","TX","Texas","29.6948","-95.6658","38772"
"Mission","Mission","City","48215","TX","Texas","26.2039","-98.3256","85311"
"Mirando City","Mirando City","City","48479","TX","Texas","27.4401","-99.0006","189"
"Mingus","Mingus","City","48363","TX","Texas","32.5363","-98.4249","302"
"Mineral Wells","Mineral Wells","City","48363","TX","Texas","32.8169","-98.0776","14925"
"Mineola","Mineola","City","48499","TX","Texas","32.6462","-95.4774","4829"
"Millsap","Millsap","City","48367","TX","Texas","32.7493","-98.0117","396"
"Miller's Cove","Miller's Cove","City","48449","TX","Texas","33.156","-95.1147","118"
"Milford","Milford","City","48139","TX","Texas","32.1214","-96.9498","896"
"Miles","Miles","City","48399","TX","Texas","31.6006","-100.1853","1164"
"Mildred","Mildred","City","48349","TX","Texas","32.0411","-96.3483","311"
"Milano","Milano","City","48331","TX","Texas","30.7083","-96.8593","573"
"Milam","Milam","City","48403","TX","Texas","31.4541","-93.7979","1697"
"Mila Doce","Mila Doce","City","48215","TX","Texas","26.223","-97.9601","7047"
"Mikes","Mikes","City","48427","TX","Texas","26.3147","-98.6336","1394"
"Miguel Barrera","Miguel Barrera","City","48427","TX","Texas","26.412","-98.9216","137"
"Midway South","Midway South","City","48215","TX","Texas","26.1569","-98.0213","2563"
"Midway North","Midway North","City","48215","TX","Texas","26.1872","-98.0189","3573"
"Midway","Midway","City","48313","TX","Texas","31.0252","-95.7539","270"
"Midlothian","Midlothian","City","48139","TX","Texas","32.4669","-96.989","33914"
"Midland","Midland","City","48329","TX","Texas","32.0243","-102.1147","130765"
"Midfield","Midfield","City","48321","TX","Texas","28.9404","-96.2132","58"
"Miami","Miami","City","48393","TX","Texas","35.6923","-100.6417","424"
"Mi Ranchito Estate","Mi Ranchito Estate","City","48427","TX","Texas","26.3878","-98.8733","921"
"Mexia","Mexia","City","48293","TX","Texas","31.6809","-96.4833","6946"
"Mesquite","Mesquite","City","48113","TX","Texas","32.7602","-96.5865","149848"
"Mertzon","Mertzon","City","48235","TX","Texas","31.262","-100.8208","1009"
"Mertens","Mertens","City","48217","TX","Texas","32.0588","-96.8937","88"
"Merkel","Merkel","City","48441","TX","Texas","32.4698","-100.0111","2290"
"Meridian","Meridian","City","48035","TX","Texas","31.9262","-97.6501","1706"
"Mercedes","Mercedes","City","48215","TX","Texas","26.1533","-97.9128","16274"
"Mentone","Mentone","City","48301","TX","Texas","31.7073","-103.5989","8"
"Menard","Menard","City","48327","TX","Texas","30.9185","-99.7837","1336"
"Memphis","Memphis","City","48191","TX","Texas","34.7268","-100.5416","2208"
"Melvin","Melvin","City","48307","TX","Texas","31.1993","-99.5809","199"
"Melissa","Melissa","City","48085","TX","Texas","33.2891","-96.5573","13671"
"Megargel","Megargel","City","48009","TX","Texas","33.4535","-98.9298","226"
"Medina","Medina","City","48505","TX","Texas","26.9289","-99.2614","5004"
"Meadows Place","Meadows Place","City","48157","TX","Texas","29.6513","-95.5874","4755"
"Meadowlakes","Meadowlakes","City","48053","TX","Texas","30.5639","-98.2955","1991"
"Meadow","Meadow","City","48445","TX","Texas","33.3377","-102.2058","927"
"McQueeney","McQueeney","City","48187","TX","Texas","29.6","-98.0439","2536"
"McLeod","McLeod","City","48067","TX","Texas","32.9455","-94.0776","305"
"McLendon-Chisholm","McLendon-Chisholm","City","48397","TX","Texas","32.8481","-96.391","3437"
"McLean","McLean","City","48179","TX","Texas","35.2324","-100.6001","1076"
"McKinney Acres","McKinney Acres","City","48003","TX","Texas","32.2963","-102.5298","842"
"McKinney","McKinney","City","48085","TX","Texas","33.2016","-96.667","248840"
"McGregor","McGregor","City","48309","TX","Texas","31.4186","-97.4283","5345"
"McDade","McDade","City","48021","TX","Texas","30.2817","-97.2453","1376"
"McCaulley","McCaulley","City","48151","TX","Texas","32.7786","-100.2052","36"
"McCamey","McCamey","City","48461","TX","Texas","31.1325","-102.22","1718"
"McAllen","McAllen","City","48215","TX","Texas","26.2252","-98.2467","809002"
"Maypearl","Maypearl","City","48139","TX","Texas","32.3141","-97.0051","1056"
"May","May","City","48049","TX","Texas","31.9798","-98.9247","226"
"Mauriceville","Mauriceville","City","48361","TX","Texas","30.2187","-93.8758","2597"
"Maud","Maud","City","48037","TX","Texas","33.3299","-94.3461","1124"
"Mathis","Mathis","City","48409","TX","Texas","28.0909","-97.817","4413"
"Matagorda","Matagorda","City","48321","TX","Texas","28.697","-95.9668","431"
"Matador","Matador","City","48345","TX","Texas","34.015","-100.8211","795"
"Mason","Mason","City","48319","TX","Texas","30.748","-99.2288","2138"
"Martinez","Martinez","City","48427","TX","Texas","26.4221","-98.7529","0"
"Martindale","Martindale","City","48055","TX","Texas","29.8444","-97.839","1081"
"Mart","Mart","City","48309","TX","Texas","31.5421","-96.83","2144"
"Marshall","Marshall","City","48203","TX","Texas","32.537","-94.3515","22862"
"Marquez","Marquez","City","48289","TX","Texas","31.2361","-96.2574","242"
"Marlin","Marlin","City","48145","TX","Texas","31.3085","-96.8934","5512"
"Markham","Markham","City","48321","TX","Texas","28.9627","-96.0645","983"
"Marion","Marion","City","48187","TX","Texas","29.5726","-98.143","1084"
"Marietta","Marietta","City","48067","TX","Texas","33.1735","-94.5425","85"
"Marfa","Marfa","City","48377","TX","Texas","30.3107","-104.0255","1838"
"Marble Falls","Marble Falls","City","48053","TX","Texas","30.5649","-98.2768","6892"
"Marathon","Marathon","City","48043","TX","Texas","30.2157","-103.2433","427"
"Manvel","Manvel","City","48039","TX","Texas","29.4798","-95.3635","10139"
"Manuel Garcia II","Manuel Garcia II","City","48427","TX","Texas","26.3126","-98.6913","0"
"Manuel Garcia","Manuel Garcia","City","48427","TX","Texas","26.3337","-98.7017","282"
"Mansfield","Mansfield","City","48439","TX","Texas","32.569","-97.1213","71375"
"Manor","Manor","City","48453","TX","Texas","30.3562","-97.5227","13928"
"Manchaca","Manchaca","City","48453","TX","Texas","30.1353","-97.8364","1685"
"Malone","Malone","City","48217","TX","Texas","31.9171","-96.8948","413"
"Malakoff","Malakoff","City","48213","TX","Texas","32.1727","-96.0163","2479"
"Magnolia Beach","Magnolia Beach","City","48057","TX","Texas","28.5568","-96.5465","108"
"Magnolia","Magnolia","City","48339","TX","Texas","30.2115","-95.742","2303"
"Madisonville","Madisonville","City","48313","TX","Texas","30.9538","-95.9091","4495"
"Macdona","Macdona","City","48029","TX","Texas","29.3205","-98.6973","466"
"Mabank","Mabank","City","48257","TX","Texas","32.3685","-96.1138","3468"
"Lytle","Lytle","City","48013","TX","Texas","29.2342","-98.795","2192"
"Lyons","Lyons","City","48051","TX","Texas","30.3985","-96.5499","505"
"Lyford","Lyford","City","48489","TX","Texas","26.4145","-97.7894","2494"
"Lumberton","Lumberton","City","48199","TX","Texas","30.2562","-94.207","13447"
"Luling","Luling","City","48055","TX","Texas","29.6814","-97.6468","5411"
"Lufkin","Lufkin","City","48005","TX","Texas","31.3217","-94.7277","34264"
"Lueders","Lueders","City","48253","TX","Texas","32.8004","-99.6232","266"
"Lucas","Lucas","City","48085","TX","Texas","33.0942","-96.5797","7437"
"Lubbock","Lubbock","City","48303","TX","Texas","33.5657","-101.8879","259946"
"Lozano","Lozano","City","48061","TX","Texas","26.1896","-97.5437","0"
"Lowry Crossing","Lowry Crossing","City","48085","TX","Texas","33.1711","-96.5443","1877"
"Loving","Loving","City","48503","TX","Texas","33.2628","-98.5156","95"
"Lovelady","Lovelady","City","48225","TX","Texas","31.1279","-95.4456","613"
"Louise","Louise","City","48481","TX","Texas","29.1118","-96.4123","1061"
"Lott","Lott","City","48145","TX","Texas","31.206","-97.0334","842"
"Los Ybanez","Los Ybanez","City","48115","TX","Texas","32.7188","-101.9174","12"
"Los Veteranos II","Los Veteranos II","City","48479","TX","Texas","27.7711","-99.4433","25"
"Los Veteranos I","Los Veteranos I","City","48479","TX","Texas","27.6333","-99.2186","42"
"Los Nopalitos","Los Nopalitos","City","48479","TX","Texas","27.6195","-99.2056","0"
"Los Minerales","Los Minerales","City","48479","TX","Texas","27.6555","-99.6179","0"
"Los Lobos","Los Lobos","City","48505","TX","Texas","26.6066","-99.1612","0"
"Los Indios","Los Indios","City","48061","TX","Texas","26.0493","-97.7351","829"
"Los Huisaches","Los Huisaches","City","48479","TX","Texas","27.907","-99.4758","38"
"Los Fresnos","Los Fresnos","City","48061","TX","Texas","26.075","-97.4875","8023"
"Los Ebanos","Los Ebanos","City","48427","TX","Texas","26.4114","-98.9185","666"
"Los Corralitos","Los Corralitos","City","48479","TX","Texas","27.6412","-99.5576","0"
"Los Barreras","Los Barreras","City","48427","TX","Texas","26.3911","-98.9184","408"
"Los Arrieros","Los Arrieros","City","48427","TX","Texas","26.5164","-99.0844","0"
"Los Arcos","Los Arcos","City","48479","TX","Texas","27.6144","-99.2105","35"
"Los Angeles","Los Angeles","City","48489","TX","Texas","26.4947","-97.7862","366"
"Los Alvarez","Los Alvarez","City","48427","TX","Texas","26.3859","-98.899","190"
"Los Altos","Los Altos","City","48479","TX","Texas","27.4904","-99.3858","113"
"Lorenzo","Lorenzo","City","48107","TX","Texas","33.6703","-101.5361","1020"
"Lorena","Lorena","City","48309","TX","Texas","31.3818","-97.2127","1931"
"Loraine","Loraine","City","48335","TX","Texas","32.4087","-100.7125","588"
"Lopeño","Lopeno","City","48505","TX","Texas","26.7118","-99.101","42"
"Lopezville","Lopezville","City","48215","TX","Texas","26.2453","-98.1537","1683"
"Loop","Loop","City","48165","TX","Texas","32.9142","-102.4147","190"
"Longview","Longview","City","48183","TX","Texas","32.5193","-94.7622","98075"
"Longoria","Longoria","City","48427","TX","Texas","26.3024","-98.6425","58"
"Lone Star","Lone Star","City","48343","TX","Texas","32.9392","-94.709","1798"
"Lone Oak","Lone Oak","City","48231","TX","Texas","32.9961","-95.9406","591"
"Lometa","Lometa","City","48281","TX","Texas","31.2168","-98.3924","672"
"Loma Vista","Loma Vista","City","48427","TX","Texas","26.4169","-98.9814","37"
"Loma Linda West","Loma Linda West","City","48427","TX","Texas","26.4205","-98.9304","96"
"Loma Linda East","Loma Linda East","City","48249","TX","Texas","27.7663","-98.1942","23"
"Loma Linda East","Loma Linda East","City","48427","TX","Texas","26.3281","-98.6894","0"
"Loma Linda","Loma Linda","City","48409","TX","Texas","28.007","-97.4994","125"
"Loma Grande","Loma Grande","City","48507","TX","Texas","28.7221","-99.8327","165"
"Lolita","Lolita","City","48239","TX","Texas","28.8326","-96.5388","715"
"Log Cabin","Log Cabin","City","48213","TX","Texas","32.223","-96.0223","910"
"Lockney","Lockney","City","48153","TX","Texas","34.123","-101.4424","1587"
"Lockhart","Lockhart","City","48055","TX","Texas","29.8785","-97.6831","14480"
"Lockett","Lockett","City","48487","TX","Texas","34.0826","-99.3738","357"
"Llano Grande","Llano Grande","City","48215","TX","Texas","26.1309","-97.9687","2103"
"Llano","Llano","City","48299","TX","Texas","30.7509","-98.6763","3301"
"Livingston","Livingston","City","48373","TX","Texas","30.71","-94.9381","5597"
"Liverpool","Liverpool","City","48039","TX","Texas","29.3018","-95.2746","531"
"Live Oak","Live Oak","City","48029","TX","Texas","29.5545","-98.3404","15554"
"Littlefield","Littlefield","City","48279","TX","Texas","33.9192","-102.3348","5991"
"Little River-Academy","Little River-Academy","City","48027","TX","Texas","30.9876","-97.3531","2242"
"Little Elm","Little Elm","City","48121","TX","Texas","33.1858","-96.9295","45124"
"Little Cypress","Little Cypress","City","48361","TX","Texas","30.1773","-93.7538","2173"
"Lipscomb","Lipscomb","City","48295","TX","Texas","36.2215","-100.2621","34"
"Lipan","Lipan","City","48221","TX","Texas","32.5187","-98.047","475"
"Linn","Linn","City","48215","TX","Texas","26.5662","-98.1298","613"
"Lingleville","Lingleville","City","48143","TX","Texas","32.2432","-98.3767","269"
"Lindsay","Lindsay","City","48097","TX","Texas","33.6418","-97.2186","1233"
"Linden","Linden","City","48067","TX","Texas","33.011","-94.3626","1791"
"Lindale","Lindale","City","48423","TX","Texas","32.4933","-95.4069","6000"
"Liberty Hill","Liberty Hill","City","48491","TX","Texas","30.6638","-97.9063","4017"
"Liberty City","Liberty City","City","48183","TX","Texas","32.4502","-94.9439","2160"
"Liberty","Liberty","City","48291","TX","Texas","30.0378","-94.7879","8227"
"Lexington","Lexington","City","48287","TX","Texas","30.4148","-97.0094","1303"
"Lewisville","Lewisville","City","48121","TX","Texas","33.0454","-96.9815","110077"
"Levelland","Levelland","City","48219","TX","Texas","33.5806","-102.3635","12854"
"Leroy","Leroy","City","48309","TX","Texas","31.7322","-97.0214","460"
"Leonard","Leonard","City","48147","TX","Texas","33.3829","-96.2467","2452"
"Leona","Leona","City","48289","TX","Texas","31.1537","-95.976","309"
"Leon Valley","Leon Valley","City","48029","TX","Texas","29.4954","-98.6143","11503"
"Leming","Leming","City","48013","TX","Texas","29.0683","-98.4722","549"
"Lelia Lake","Lelia Lake","City","48129","TX","Texas","34.9015","-100.7699","55"
"Lefors","Lefors","City","48179","TX","Texas","35.4396","-100.804","549"
"Leary","Leary","City","48037","TX","Texas","33.469","-94.219","623"
"Leander","Leander","City","48491","TX","Texas","30.5728","-97.8618","57696"
"Leakey","Leakey","City","48385","TX","Texas","29.7254","-99.7631","445"
"League City","League City","City","48167","TX","Texas","29.4874","-95.1087","111847"
"Lawn","Lawn","City","48441","TX","Texas","32.1366","-99.7499","411"
"Lavon","Lavon","City","48085","TX","Texas","33.0252","-96.4381","4412"
"Laureles","Laureles","City","48061","TX","Texas","26.1168","-97.4875","3691"
"Laughlin AFB","Laughlin AFB","City","48465","TX","Texas","29.3568","-100.7829","1989"
"Latexo","Latexo","City","48225","TX","Texas","31.3892","-95.4724","372"
"Lasara","Lasara","City","48489","TX","Texas","26.4635","-97.9087","857"
"Lasana","Lasana","City","48061","TX","Texas","26.2585","-97.695","83"
"Las Quintas Fronterizas","Las Quintas Fronterizas","City","48323","TX","Texas","28.6897","-100.4679","1062"
"Las Pilas","Las Pilas","City","48479","TX","Texas","27.6815","-99.1833","0"
"Las Palmas II","Las Palmas II","City","48061","TX","Texas","26.2032","-97.7395","1128"
"Las Palmas","Las Palmas","City","48505","TX","Texas","26.9515","-99.276","47"
"Las Lomitas","Las Lomitas","City","48247","TX","Texas","27.3378","-98.6629","90"
"Las Lomas","Las Lomas","City","48427","TX","Texas","26.3638","-98.7748","1882"
"Las Haciendas","Las Haciendas","City","48479","TX","Texas","27.6347","-99.1952","0"
"Laredo Ranchettes West","Laredo Ranchettes West","City","48479","TX","Texas","27.4901","-99.3702","0"
"Laredo Ranchettes","Laredo Ranchettes","City","48479","TX","Texas","27.4913","-99.3598","0"
"Laredo","Laredo","City","48479","TX","Texas","27.5625","-99.4874","256748"
"Lantana","Lantana","City","48121","TX","Texas","33.0926","-97.1214","11559"
"Lancaster","Lancaster","City","48113","TX","Texas","32.5922","-96.7739","41057"
"Lampasas","Lampasas","City","48281","TX","Texas","31.064","-98.1824","7221"
"Lamkin","Lamkin","City","48093","TX","Texas","31.8241","-98.2619","17"
"Lamesa","Lamesa","City","48115","TX","Texas","32.7333","-101.9541","8685"
"Lamar","Lamar","City","48007","TX","Texas","28.1439","-96.9888","1328"
"Lakewood Village","Lakewood Village","City","48121","TX","Texas","33.1379","-96.9751","614"
"Lakeway","Lakeway","City","48453","TX","Texas","30.3544","-97.9864","18471"
"Lakeside City","Lakeside City","City","48009","TX","Texas","33.8292","-98.5403","935"
"Lakeside","Lakeside","City","48439","TX","Texas","32.8222","-97.4867","1676"
"Lakeshore Gardens-Hidden Acres","Lakeshore Gardens-Hidden Acres","City","48409","TX","Texas","28.1235","-97.8653","337"
"Lakeport","Lakeport","City","48183","TX","Texas","32.405","-94.7102","1389"
"Lakehills","Lakehills","City","48019","TX","Texas","29.6237","-98.9448","5499"
"Lake Worth","Lake Worth","City","48439","TX","Texas","32.813","-97.4306","4710"
"Lake View","Lake View","City","48465","TX","Texas","29.459","-100.9532","176"
"Lake Tanglewood","Lake Tanglewood","City","48381","TX","Texas","35.057","-101.7817","654"
"Lake Meredith Estates","Lake Meredith Estates","City","48233","TX","Texas","35.6639","-101.6027","173"
"Lake Medina Shores","Lake Medina Shores","City","48019","TX","Texas","29.6383","-98.9869","696"
"Lake Kiowa","Lake Kiowa","City","48097","TX","Texas","33.5703","-97.0129","2409"
"Lake Jackson","Lake Jackson","City","48039","TX","Texas","29.0516","-95.4521","73478"
"Lake Dunlap","Lake Dunlap","City","48187","TX","Texas","29.6683","-98.0773","1412"
"Lake Dallas","Lake Dallas","City","48121","TX","Texas","33.1279","-97.0234","7594"
"Lake Colorado City","Lake Colorado City","City","48335","TX","Texas","32.3491","-100.9375","752"
"Lake City","Lake City","City","48409","TX","Texas","28.0821","-97.8828","695"
"Lake Cherokee","Lake Cherokee","City","48401","TX","Texas","32.3569","-94.6513","3336"
"Lake Bryan","Lake Bryan","City","48041","TX","Texas","30.718","-96.4669","1555"
"Lake Brownwood","Lake Brownwood","City","48049","TX","Texas","31.8176","-99.1045","1595"
"Lake Bridgeport","Lake Bridgeport","City","48497","TX","Texas","33.2074","-97.831","275"
"Laguna Vista","Laguna Vista","City","48061","TX","Texas","26.1097","-97.2968","3506"
"Laguna Seca","Laguna Seca","City","48215","TX","Texas","26.2793","-97.9262","239"
"Laguna Park","Laguna Park","City","48035","TX","Texas","31.8643","-97.3861","1520"
"Laguna Heights","Laguna Heights","City","48061","TX","Texas","26.081","-97.2592","1521"
"Lago Vista","Lago Vista","City","48453","TX","Texas","30.4519","-97.9908","8769"
"Lago","Lago","City","48061","TX","Texas","26.0885","-97.6132","86"
"Ladonia","Ladonia","City","48147","TX","Texas","33.4283","-95.9482","833"
"Lacy-Lakeview","Lacy-Lakeview","City","48309","TX","Texas","31.6292","-97.1052","6968"
"Lackland AFB","Lackland AFB","City","48029","TX","Texas","29.3866","-98.6179","7417"
"LaCoste","LaCoste","City","48325","TX","Texas","29.31","-98.8116","1928"
"La Ward","La Ward","City","48239","TX","Texas","28.8465","-96.4649","311"
"La Villa","La Villa","City","48215","TX","Texas","26.2964","-97.9269","2646"
"La Victoria","La Victoria","City","48427","TX","Texas","26.3478","-98.6296","188"
"La Vernia","La Vernia","City","48493","TX","Texas","29.3542","-98.1219","1000"
"La Tina Ranch","La Tina Ranch","City","48061","TX","Texas","26.2031","-97.4764","844"
"La Rosita","La Rosita","City","48427","TX","Texas","26.4017","-98.9322","100"
"La Puerta","La Puerta","City","48427","TX","Texas","26.3468","-98.7505","669"
"La Pryor","La Pryor","City","48507","TX","Texas","28.9487","-99.8483","973"
"La Presa","La Presa","City","48479","TX","Texas","27.3995","-99.4374","203"
"La Porte","La Porte","City","48201","TX","Texas","29.6689","-95.0484","35566"
"La Paloma-Lost Creek","La Paloma-Lost Creek","City","48355","TX","Texas","27.7195","-97.7392","670"
"La Paloma Ranchettes","La Paloma Ranchettes","City","48427","TX","Texas","26.3148","-98.623","31"
"La Paloma Addition","La Paloma Addition","City","48409","TX","Texas","28.017","-97.5009","298"
"La Paloma","La Paloma","City","48061","TX","Texas","26.0518","-97.6552","3138"
"La Moca Ranch","La Moca Ranch","City","48479","TX","Texas","27.902","-99.5036","44"
"La Minita","La Minita","City","48427","TX","Texas","26.5024","-99.0735","81"
"La Marque","La Marque","City","48167","TX","Texas","29.3683","-94.9941","18065"
"La Loma de Falcon","La Loma de Falcon","City","48427","TX","Texas","26.5369","-99.0961","0"
"La Joya","La Joya","City","48215","TX","Texas","26.2518","-98.4699","4486"
"La Homa","La Homa","City","48215","TX","Texas","26.2796","-98.3575","11924"
"La Grulla","La Grulla","City","48427","TX","Texas","26.2721","-98.6483","1402"
"La Grange","La Grange","City","48149","TX","Texas","29.9129","-96.8768","4407"
"La Feria North","La Feria North","City","48061","TX","Texas","26.1778","-97.8232","219"
"La Feria","La Feria","City","48061","TX","Texas","26.1544","-97.8255","6894"
"La Esperanza","La Esperanza","City","48427","TX","Texas","26.4313","-98.8923","64"
"La Escondida","La Escondida","City","48427","TX","Texas","26.3807","-98.8737","242"
"La Coma Heights","La Coma Heights","City","48215","TX","Texas","26.4394","-98.0747","110"
"La Coma","La Coma","City","48479","TX","Texas","27.5029","-99.3014","34"
"La Chuparosa","La Chuparosa","City","48427","TX","Texas","26.4037","-98.9268","0"
"La Casita","La Casita","City","48427","TX","Texas","26.3368","-98.7336","0"
"La Carla","La Carla","City","48427","TX","Texas","26.4354","-98.7406","82"
"La Blanca","La Blanca","City","48215","TX","Texas","26.3048","-98.0286","3304"
"Kyle","Kyle","City","48209","TX","Texas","29.9932","-97.8852","45147"
"Kurten","Kurten","City","48041","TX","Texas","30.7895","-96.2758","620"
"Krum","Krum","City","48121","TX","Texas","33.2655","-97.2252","5423"
"Krugerville","Krugerville","City","48121","TX","Texas","33.279","-96.988","1792"
"Kress","Kress","City","48437","TX","Texas","34.3658","-101.7484","742"
"Kountze","Kountze","City","48199","TX","Texas","30.3725","-94.316","1900"
"Kosse","Kosse","City","48293","TX","Texas","31.307","-96.6292","674"
"Kopperl","Kopperl","City","48035","TX","Texas","32.07","-97.4991","121"
"Knox City","Knox City","City","48275","TX","Texas","33.4176","-99.8158","948"
"Knollwood","Knollwood","City","48181","TX","Texas","33.6893","-96.6185","416"
"Knippa","Knippa","City","48463","TX","Texas","29.3076","-99.6329","808"
"Kirvin","Kirvin","City","48161","TX","Texas","31.7671","-96.33","119"
"Kirbyville","Kirbyville","City","48241","TX","Texas","30.6578","-93.9001","2405"
"Kirby","Kirby","City","48029","TX","Texas","29.4614","-98.3855","8134"
"Kingsville","Kingsville","City","48273","TX","Texas","27.5094","-97.861","25415"
"Kingsland","Kingsland","City","48299","TX","Texas","30.6651","-98.4545","6917"
"Kingsbury","Kingsbury","City","48187","TX","Texas","29.6541","-97.8","304"
"Killeen","Killeen","City","48027","TX","Texas","31.0753","-97.7297","238288"
"Kilgore","Kilgore","City","48183","TX","Texas","32.398","-94.8602","13364"
"Kerrville","Kerrville","City","48265","TX","Texas","30.0398","-99.132","24071"
"Kermit","Kermit","City","48495","TX","Texas","31.854","-103.0924","6078"
"Kerens","Kerens","City","48349","TX","Texas","32.1308","-96.2252","2308"
"Kennedale","Kennedale","City","48439","TX","Texas","32.6434","-97.2172","8342"
"Kennard","Kennard","City","48225","TX","Texas","31.3575","-95.1853","383"
"Kenefick","Kenefick","City","48291","TX","Texas","30.1069","-94.8502","660"
"Kenedy","Kenedy","City","48255","TX","Texas","28.8176","-97.8518","3626"
"Kendleton","Kendleton","City","48157","TX","Texas","29.4469","-96.0012","341"
"Kempner","Kempner","City","48281","TX","Texas","31.0755","-97.9725","1425"
"Kemp","Kemp","City","48257","TX","Texas","32.4351","-96.224","1357"
"Kemah","Kemah","City","48167","TX","Texas","29.5309","-95.0196","1878"
"Keller","Keller","City","48439","TX","Texas","32.9335","-97.2256","45190"
"Keene","Keene","City","48251","TX","Texas","32.3955","-97.3226","6254"
"Kaufman","Kaufman","City","48257","TX","Texas","32.5766","-96.3158","6796"
"Katy","Katy","City","48201","TX","Texas","29.7905","-95.8353","21926"
"Karnes City","Karnes City","City","48255","TX","Texas","28.8858","-97.9002","3271"
"K-Bar Ranch","K-Bar Ranch","City","48249","TX","Texas","27.9928","-97.9267","456"
